nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año,postulacion,empresa
"Mireya Rocío, Rivas López",Mujer,20,20.728.273-2,m.rivas24@userena.cl,Universidad de La Serena,+56 9 5522-3213,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Asistencia Social,Banco Santander
"Felipe Xavier, Villalobos Álvarez",Hombre,23,20.856.199-8,f.villalobos@udec.cl,Universidad de Concepción,+56 9 2329-3648,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3,Practicante en Sistemas de Control,Google
"Manuel Pascual, Ávila Cisternas",Hombre,20,20.901.785-7,manuel.ávila@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9920-5235,Arte y Diseño,Arquitectura,4,Practicante en Arquitectura Sostenible,Agencia Young & Rubicam
"Francisco Urbano, Valenzuela Sepúlveda",Hombre,26,19.815.114-5,f.valenzuela@ug.uchile.cl,Universidad de Chile,+56 9 4363-9486,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Fabricación de Maquinaria,Cisco
"Claudio Teobaldo, Espinoza Cabrera",Hombre,29,18.390.008-1,c.espinoza@udec.cl,Universidad de Concepción,+56 9 9157-9297,Ingeniería y Tecnología,Ingeniería Civil Mecánica,8,Practicante en Diseño Mecánico,SpaceX
"Mario Diego, Catalán Bravo",Hombre,30,18.991.151-9,m.catalán80@udec.cl,Universidad de Concepción,+56 9 8854-5697,Ingeniería y Tecnología,Ingeniería Civil en Computación,7,Practicante en Inteligencia Artificial,SpaceX
"Claudia Lorena, Campos Silva",Mujer,27,19.159.646-5,c.campos@userena.cl,Universidad de La Serena,+56 9 2842-2334,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Gestión de Proyectos,Microsoft
"Juan Waldo, Pavez Cabrera",Hombre,27,19.682.638-5,juan.p76@usach.cl,Universidad de Santiago de Chile,+56 9 3098-8894,Ingeniería y Tecnología,Ingeniería Civil,4,Practicante en Obras Civiles,IBM
"Quintín Sergio, Ortiz Ortega",Hombre,28,18.385.359-0,quintín.ortiz@udec.cl,Universidad de Concepción,+56 9 3296-3279,Ciencias de la Salud,Medicina,8,Practicante en Pediatría,Clínica Las Condes
"Flavio Álvaro, Campos Vidal",Hombre,19,21.765.702-8,f.campos62@ug.uchile.cl,Universidad de Chile,+56 9 3802-9092,Ciencias de la Salud,Enfermería,1,Practicante en Cirugía,Clínica Dávila
"Flavio Osvaldo, Ramírez Gómez",Hombre,24,19.714.419-K,flavio.ramírez@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 3896-9013,Ciencias Sociales y Humanidades,Derecho,4,Practicante en Derecho Penal,Banco Itaú
"Carolina Magdalena, Soto Núñez",Mujer,22,20.724.181-3,carolina.s56@udec.cl,Universidad de Concepción,+56 9 4558-8942,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Optimización de Procesos,Apple
"Emilio Guillermo, Flores Torres",Hombre,20,20.910.406-0,emilio.f2@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8311-0733,Ciencias de la Salud,Kinesiología,4,Practicante en Rehabilitación Deportiva,Clínica Santa María
"Rafael Zaqueo, Barrios Salazar",Hombre,21,20.349.991-4,r.barrios70@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5370-2071,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3,Practicante en Energía Renovable,Cisco
"Jacinto Yago, Ovalle Figueroa",Hombre,21,20.193.659-2,jacinto.ovalle@udec.cl,Universidad de Concepción,+56 9 2960-7491,Ingeniería y Tecnología,Ingeniería Civil en Computación,2,Practicante en Redes,Adobe
"Carlos Héctor, Calderón Cortés",Hombre,20,20.608.250-4,c.calderón@udp.cl,Universidad Diego Portales,+56 9 4510-7662,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Optimización de Procesos,Tesla
"Ivonne Julieta, Montes Carvajal",Mujer,21,20.577.728-0,i.montes70@uai.cl,Universidad Adolfo Ibáñez,+56 9 1245-3700,Ciencias Sociales y Humanidades,Psicología,4,Practicante en Psicología Organizacional,Banco Itaú
"Pamela Bárbara, Baeza Soto",Mujer,22,20.026.904-8,p.baeza@udec.cl,Universidad de Concepción,+56 9 3903-0424,Arte y Diseño,Diseño Gráfico,3,Practicante en Diseño Editorial,Agencia Saatchi & Saatchi
"Joaquín Carlos, Cádiz Toledo",Hombre,21,20.718.005-8,j.cádiz71@usach.cl,Universidad de Santiago de Chile,+56 9 1835-9964,Arte y Diseño,Diseño Gráfico,4,Practicante en Ilustración Digital,Agencia Ogilvy
"Ricardo Alberto, Navarro Escobar",Hombre,23,20.606.006-7,ricardo.navarro@usach.cl,Universidad de Santiago de Chile,+56 9 6888-7865,Ciencias de la Salud,Medicina,2,Practicante en Cardiología,Clínica Santa María
"Pedro José, Gutiérrez Figueroa",Hombre,22,20.324.129-7,pedro.gutiérrez@ug.uchile.cl,Universidad de Chile,+56 9 9401-7896,Ciencias de la Salud,Kinesiología,2,Practicante en Kinesiología Pediátrica,Clínica Dávila
"Renato Waldo, Lara Suárez",Hombre,24,19.707.047-8,renato.lara@udec.cl,Universidad de Concepción,+56 9 5555-1129,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Consultoría Empresarial,Microsoft
"Oscar Fernando, Catalán Cisternas",Hombre,20,20.568.784-1,oscar.c58@udec.cl,Universidad de Concepción,+56 9 3333-9769,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Desarrollo de Software,Tesla
"Adolfo Manuel, Sáez Silva",Hombre,29,18.615.614-9,a.sáez@udp.cl,Universidad Diego Portales,+56 9 6738-1983,Ciencias de la Salud,Kinesiología,7,Practicante en Kinesiología Pediátrica,Clínica Las Condes
"Elena Carolina, Valencia Arancibia",Mujer,21,20.797.574-0,e.valencia99@usach.cl,Universidad de Santiago de Chile,+56 9 0483-3411,Ciencias de la Salud,Medicina,2,Practicante en Ginecología,Clínica Alemana Norte
"Marcelo Dante, Jiménez Ríos",Hombre,28,18.244.862-1,marcelo.j61@udec.cl,Universidad de Concepción,+56 9 9401-8225,Arte y Diseño,Arte Digital,7,Practicante en Diseño de Videojuegos,Agencia BBDO
"Sebastián Armando, Ramírez Barrios",Hombre,20,20.732.829-5,s.ramírez@usach.cl,Universidad de Santiago de Chile,+56 9 7549-5607,Ciencias Sociales y Humanidades,Derecho,2,Practicante en Derecho Familiar,Banco Itaú
"Salvador Joaquín, Martínez Torres",Hombre,20,20.957.240-4,s.martínez6@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8807-7998,Ciencias de la Salud,Enfermería,3,Practicante en Salud Mental,Clínica Alemana Norte
"Pilar Valeria, Vergara Ramírez",Mujer,19,21.768.398-5,pilar.v19@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9204-0064,Ciencias Naturales,Biología,1,Practicante en Biología Marina,Laboratorio Knop
"Nora Mónica, Valdés Garrido",Mujer,18,21.357.385-6,n.valdés73@userena.cl,Universidad de La Serena,+56 9 9281-5550,Ingeniería y Tecnología,Ingeniería Civil Industrial,3,Practicante en Calidad,IBM
"Kelvin Mario, Aguilera Villalobos",Hombre,20,20.180.353-9,kelvin.a76@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2868-4286,Ciencias Naturales,Física,3,Practicante en Óptica y Fotónica,Laboratorio Knop
"Iván Adolfo, Núñez Sáez",Hombre,22,20.675.810-4,iván.núñez@ua.cl,Universidad Austral de Chile,+56 9 1254-8119,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Vías y Transporte,Cisco
"Waldo Quintín, Sepúlveda Flores",Hombre,27,19.312.122-3,w.sepúlveda99@uv.cl,Universidad de Valparaíso,+56 9 3526-9941,Ciencias de la Salud,Medicina,5,Practicante en Medicina General,Clínica Dávila
"Juan Pablo, Ortiz López",Hombre,24,19.921.435-3,j.ortiz30@udec.cl,Universidad de Concepción,+56 9 8561-1454,Ciencias de la Salud,Kinesiología,5,Practicante en Rehabilitación Deportiva,Clínica Dávila
"Ximeno Pedro, Mora Rojas",Hombre,30,18.968.031-2,x.mora84@udp.cl,Universidad Diego Portales,+56 9 9323-9611,Ingeniería y Tecnología,Ingeniería Civil Industrial,6,Practicante en Consultoría Empresarial,Apple
"Josefina Delfina, Baeza Aravena",Mujer,22,20.288.326-2,josefina.b45@userena.cl,Universidad de La Serena,+56 9 9104-7628,Ciencias de la Salud,Kinesiología,3,Practicante en Rehabilitación Deportiva,Clínica Alemana
"Teobaldo Quintín, Sandoval Vidal",Hombre,30,18.477.603-1,teobaldo.s38@uv.cl,Universidad de Valparaíso,+56 9 1284-2731,Ciencias de la Salud,Medicina,7,Practicante en Ginecología,Clínica Alemana Norte
"Tobías Gaspar, Jiménez Navarro",Hombre,21,20.402.847-0,t.jiménez69@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 1870-9537,Ingeniería y Tecnología,Ingeniería Civil en Computación,2,Practicante en Redes,Netflix
"Julio Ramón, Gómez Díaz",Hombre,27,19.019.131-K,j.gómez@udec.cl,Universidad de Concepción,+56 9 1029-6020,Ciencias Sociales y Humanidades,Sociología,6,Practicante en Sociología Urbana,Universidad de Chile
"Romina Adriana, Silva Valdés",Mujer,24,19.042.047-8,r.silva88@ug.uchile.cl,Universidad de Chile,+56 9 8230-4328,Ingeniería y Tecnología,Ingeniería Civil,4,Practicante en Vías y Transporte,Oracle
"Gaspar Sergio, Baeza Sáez",Hombre,25,19.198.542-1,g.baeza24@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 4778-9059,Ciencias Sociales y Humanidades,Sociología,4,Practicante en Demografía,Banco Itaú
"Violeta María, Garrido Sáez",Mujer,24,19.392.335-5,violeta.g15@udec.cl,Universidad de Concepción,+56 9 4351-0314,Arte y Diseño,Arquitectura,6,Practicante en Diseño de Interiores,Agencia BBDO
"Beatriz Rocío, Sáez Flores",Mujer,20,20.639.614-0,beatriz.sáez@ug.uchile.cl,Universidad de Chile,+56 9 3139-7580,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3,Practicante en Energía Renovable,Oracle
"Sebastián Mario, Ortiz Ibarra",Hombre,30,18.377.624-K,sebastián.ortiz@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4193-4661,Ciencias de la Salud,Enfermería,7,Practicante en Atención Primaria,Clínica Las Condes
"Patricio Quintín, Herrera Donoso",Hombre,24,19.722.258-5,p.herrera43@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7457-4600,Ciencias Sociales y Humanidades,Psicología,6,Practicante en Psicología Organizacional,Banco BCI
"Osvaldo Alberto, Toledo Fariña",Hombre,22,20.932.354-K,o.toledo@usach.cl,Universidad de Santiago de Chile,+56 9 9523-2626,Ciencias Sociales y Humanidades,Sociología,2,Practicante en Sociología Urbana,Universidad de Santiago de Chile
"Julio Antonio, Reyes Villanueva",Hombre,25,19.529.979-1,j.reyes88@uv.cl,Universidad de Valparaíso,+56 9 6313-1003,Ingeniería y Tecnología,Ingeniería Civil,6,Practicante en Hidrología,Google
"Marcelo Antonio, Valdés Montes",Hombre,28,18.105.044-7,m.valdés76@ug.uchile.cl,Universidad de Chile,+56 9 0237-6395,Ciencias Naturales,Física,6,Practicante en Física Nuclear,Laboratorio Chile
"Iván Feliciano, Ríos Baeza",Hombre,23,20.256.976-8,iván.ríos@usach.cl,Universidad de Santiago de Chile,+56 9 5957-5101,Ingeniería y Tecnología,Ingeniería Civil en Computación,2,Practicante en Inteligencia Artificial,Oracle
"Eugenio Pedro, Catalán Palma",Hombre,24,19.085.755-9,eugenio.catalán@userena.cl,Universidad de La Serena,+56 9 7789-1492,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Fabricación de Maquinaria,Netflix
"Ximeno Héctor, Moreno Pavez",Hombre,26,19.080.143-6,x.moreno55@ug.uchile.cl,Universidad de Chile,+56 9 2345-0082,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4,Practicante en Automatización,Oracle
"Claudia Valerie, Avendaño Vidal",Mujer,19,21.004.201-0,c.avendaño23@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7190-1949,Ciencias Sociales y Humanidades,Sociología,2,Practicante en Investigación Social,Universidad Católica de Chile
"Héctor Valentín, Cisternas Venegas",Hombre,26,19.546.707-0,h.cisternas@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8045-5357,Ciencias Sociales y Humanidades,Psicología,4,Practicante en Psicología Forense,Universidad de Santiago de Chile
"Daniel Claudio, Toro Fernández",Hombre,29,18.172.145-0,d.toro@ua.cl,Universidad Austral de Chile,+56 9 3734-2489,Ciencias de la Salud,Odontología,6,Practicante en Odontopediatría,Hospital San Juan de Dios
"Elias Antonio, Sandoval Rodríguez",Hombre,30,18.719.563-2,e.sandoval28@uai.cl,Universidad Adolfo Ibáñez,+56 9 7693-9283,Ciencias Sociales y Humanidades,Sociología,7,Practicante en Sociología de la Educación,Banco Santander
"Dante Roberto, Cuevas Montes",Hombre,19,21.208.160-K,d.cuevas56@udec.cl,Universidad de Concepción,+56 9 0865-7872,Ciencias Sociales y Humanidades,Trabajo Social,1,Practicante en Intervención Comunitaria,Banco de Chile
"Carmen Paulina, Hernández Bustos",Mujer,28,18.288.438-7,carmen.h49@uai.cl,Universidad Adolfo Ibáñez,+56 9 1578-2789,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6,Practicante en Sistemas de Control,Microsoft
"Gonzalo Sergio, Espinoza Soto",Hombre,22,20.402.330-9,g.espinoza@ua.cl,Universidad Austral de Chile,+56 9 0613-3411,Ciencias de la Salud,Enfermería,4,Practicante en Atención Primaria,Clínica Santa María
"Nicolás Víctor, Palma Tapia",Hombre,19,21.486.652-7,nicolás.palma@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5725-3956,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2,Practicante en Electrónica de Potencia,IBM
"Olga Daniela, Fernández Lagos",Mujer,27,19.165.972-8,o.fernández7@ug.uchile.cl,Universidad de Chile,+56 9 8806-5324,Ciencias de la Salud,Medicina,6,Practicante en Ginecología,Hospital San Juan de Dios
"Elias Salvador, Vergara Ríos",Hombre,21,20.671.042-4,e.vergara55@uai.cl,Universidad Adolfo Ibáñez,+56 9 5442-3611,Ciencias Naturales,Biología,4,Practicante en Microbiología,Laboratorio Bayer
"Julio Maximiliano, Riquelme Hernández",Hombre,18,21.720.338-8,j.riquelme55@userena.cl,Universidad de La Serena,+56 9 3084-7962,Ingeniería y Tecnología,Ingeniería Civil Mecánica,1,Practicante en Robótica,Netflix
"Ricardo Juan, Rivas Poblete",Hombre,24,19.958.553-3,ricardo.r84@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1471-5367,Arte y Diseño,Arquitectura,5,Practicante en Arquitectura Sostenible,Agencia Leo Burnett
"Emilio Felipe, Torres Cuevas",Hombre,28,18.198.337-7,emilio.t98@uv.cl,Universidad de Valparaíso,+56 9 1823-8939,Ciencias de la Salud,Kinesiología,6,Practicante en Neurorehabilitación,Clínica Indisa
"Rafael Luciano, Torres Barrios",Hombre,26,19.100.807-2,r.torres19@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5007-0508,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6,Practicante en Redes Eléctricas,Google
"Jacinto Yago, Fariña Silva",Hombre,20,20.301.355-2,j.fariña21@ua.cl,Universidad Austral de Chile,+56 9 4594-9804,Arte y Diseño,Arquitectura,3,Practicante en Arquitectura Sostenible,Agencia Saatchi & Saatchi
"Ulises Valentín, Gutiérrez Lara",Hombre,24,19.059.503-K,u.gutiérrez38@udp.cl,Universidad Diego Portales,+56 9 6416-2740,Ingeniería y Tecnología,Ingeniería Civil,5,Practicante en Geotecnia,Tesla
"Pascual Osvaldo, Cáceres Campos",Hombre,30,18.428.020-7,p.cáceres28@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8728-5585,Ciencias Sociales y Humanidades,Derecho,6,Practicante en Propiedad Intelectual,Banco Santander
"Mónica Valeria, Arancibia Baeza",Mujer,26,19.114.668-5,m.arancibia95@udec.cl,Universidad de Concepción,+56 9 5782-7545,Ciencias Sociales y Humanidades,Derecho,5,Practicante en Derecho Corporativo,Universidad Católica de Chile
"Osvaldo Martín, Cortés Fuentes",Hombre,22,20.731.352-7,osvaldo.c20@ua.cl,Universidad Austral de Chile,+56 9 4147-3867,Ciencias Sociales y Humanidades,Sociología,2,Practicante en Sociología de la Educación,Banco Itaú
"Osvaldo Nemesio, Guzmán Poblete",Hombre,29,18.626.746-6,o.guzmán@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5427-1828,Ingeniería y Tecnología,Ingeniería Civil,8,Practicante en Obras Civiles,Facebook
"Roberto Xavier, Pérez Espinoza",Hombre,28,18.883.283-K,r.pérez86@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9732-5108,Ingeniería y Tecnología,Ingeniería Civil Industrial,8,Practicante en Calidad,Netflix
"Guillermo Francisco, Martínez Figueroa",Hombre,28,18.072.845-7,g.martínez5@udec.cl,Universidad de Concepción,+56 9 2892-9693,Ciencias Naturales,Química,7,Practicante en Química Orgánica,Laboratorio Andrómaco
"Valeria María, Tapia Rodríguez",Mujer,18,21.222.205-0,v.tapia53@usach.cl,Universidad de Santiago de Chile,+56 9 1260-5406,Ciencias de la Salud,Kinesiología,1,Practicante en Neurorehabilitación,Clínica Las Condes
"Renato Javier, Espinoza Cáceres",Hombre,25,19.976.315-5,renato.e99@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1316-7806,Ciencias Sociales y Humanidades,Psicología,5,Practicante en Neuropsicología,Banco Estado
"César Nemesio, Muñoz Baeza",Hombre,19,21.684.638-9,c.muñoz@udec.cl,Universidad de Concepción,+56 9 4783-0823,Ingeniería y Tecnología,Ingeniería Civil,1,Practicante en Obras Civiles,Tesla
"Belen Diana, Soto Contreras",Mujer,27,19.508.604-3,belen.s4@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9651-9402,Arte y Diseño,Diseño Gráfico,5,Practicante en Ilustración Digital,Agencia Young & Rubicam
"Gonzalo Alberto, Gómez Reyes",Hombre,20,20.418.371-3,g.gómez91@ug.uchile.cl,Universidad de Chile,+56 9 7401-1148,Ciencias Sociales y Humanidades,Sociología,2,Practicante en Estudios de Género,Universidad Católica de Chile
"Andrés Antonio, Ovalle Ortiz",Hombre,26,19.471.327-4,andrés.o97@udp.cl,Universidad Diego Portales,+56 9 8198-9499,Ciencias de la Salud,Kinesiología,5,Practicante en Terapia Respiratoria,Clínica Los Coihues
"Rafael Hernán, Fernández Flores",Hombre,20,20.221.563-0,r.fernández14@udec.cl,Universidad de Concepción,+56 9 9087-0761,Ciencias Naturales,Física,4,Practicante en Óptica y Fotónica,Laboratorio Roche
"Ramón René, Venegas Rivas",Hombre,19,21.494.005-2,r.venegas63@ug.uchile.cl,Universidad de Chile,+56 9 6958-5532,Arte y Diseño,Arte Digital,3,Practicante en Arte Digital para Publicidad,Agencia DDB
"Valerie Ximena, Avendaño Cáceres",Mujer,19,21.403.083-4,v.avendaño10@uai.cl,Universidad Adolfo Ibáñez,+56 9 1800-5486,Ciencias Sociales y Humanidades,Trabajo Social,1,Practicante en Trabajo Social Penitenciario,Universidad Católica de Chile
"Renata Alicia, Villanueva Araya",Mujer,21,20.030.058-3,r.villanueva0@userena.cl,Universidad de La Serena,+56 9 4512-6678,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Inteligencia Artificial,Facebook
"Rafael Jorge, Lagos Carrasco",Hombre,20,20.845.963-1,rafael.l58@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5614-9707,Ciencias Naturales,Física,2,Practicante en Física Nuclear,Laboratorio Pasteur
"Teobaldo Andrés, Mendoza Poblete",Hombre,22,20.138.929-1,t.mendoza63@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 0339-5103,Ciencias Sociales y Humanidades,Psicología,4,Practicante en Psicología Forense,Banco Itaú
"Daniel Ricardo, Rojas Fernández",Hombre,26,19.511.822-6,daniel.r0@ug.uchile.cl,Universidad de Chile,+56 9 4934-6125,Ingeniería y Tecnología,Ingeniería Civil Industrial,6,Practicante en Optimización de Procesos,Intel
"Ricardo Leonardo, Vásquez Lara",Hombre,23,20.850.642-2,ricardo.v64@ug.uchile.cl,Universidad de Chile,+56 9 7122-5522,Ciencias de la Salud,Medicina,3,Practicante en Pediatría,Clínica Santa María
"Gaspar Gonzalo, Orellana Pérez",Hombre,25,19.785.372-0,g.orellana64@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0637-4391,Arte y Diseño,Arte Digital,4,Practicante en Realidad Virtual,Agencia BBDO
"Valerie Alicia, Villalobos Cádiz",Mujer,25,19.213.820-K,v.villalobos@ua.cl,Universidad Austral de Chile,+56 9 3385-3361,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Calidad,Amazon
"Rafael Félix, Pérez Flores",Hombre,24,19.217.922-5,r.pérez19@userena.cl,Universidad de La Serena,+56 9 6556-7275,Arte y Diseño,Diseño Gráfico,5,Practicante en Diseño de Packaging,Agencia DDB
"Mireya María, Cisternas Figueroa",Mujer,20,20.685.277-3,m.cisternas48@ua.cl,Universidad Austral de Chile,+56 9 7324-1485,Ciencias Naturales,Geología,4,Practicante en Geología Ambiental,Laboratorio Chile
"Yago Camilo, Martínez Reyes",Hombre,25,19.082.055-K,y.martínez56@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4061-8917,Ciencias de la Salud,Enfermería,5,Practicante en Atención Primaria,Clínica Alemana
"Hugo Pascual, Arancibia Hernández",Hombre,26,19.941.516-0,h.arancibia@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 9148-9379,Arte y Diseño,Arte Digital,4,Practicante en Diseño de Videojuegos,Agencia BBDO
"Miguel Emilio, Villalobos Carvajal",Hombre,21,20.193.727-5,m.villalobos@uai.cl,Universidad Adolfo Ibáñez,+56 9 8715-9745,Ingeniería y Tecnología,Ingeniería Civil Industrial,3,Practicante en Calidad,Google
"Osvaldo Osvaldo, Reyes Álvarez",Hombre,25,19.693.288-5,o.reyes@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 9764-7250,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Asistencia Social,Universidad de Santiago de Chile
"Rita Cecilia, Arancibia Álvarez",Mujer,21,20.463.650-K,r.arancibia89@uai.cl,Universidad Adolfo Ibáñez,+56 9 8175-6111,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Consultoría Empresarial,Tesla
"Romina Delfina, Cabrera Poblete",Mujer,22,20.220.362-8,r.cabrera18@uai.cl,Universidad Adolfo Ibáñez,+56 9 2810-9795,Ciencias de la Salud,Enfermería,2,Practicante en Salud Mental,Clínica Dávila
"Patricia Lorena, Ríos Flores",Mujer,21,20.153.736-9,p.ríos86@uv.cl,Universidad de Valparaíso,+56 9 1030-2282,Ingeniería y Tecnología,Ingeniería Civil en Computación,2,Practicante en Ciberseguridad,Oracle
"Nicolás Feliciano, Santos Poblete",Hombre,29,18.236.670-6,n.santos47@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7998-3703,Ciencias de la Salud,Enfermería,6,Practicante en Salud Mental,Clínica Alemana
"Rocio Gloria, Pizarro Muñoz",Mujer,27,19.888.227-0,r.pizarro@udp.cl,Universidad Diego Portales,+56 9 8847-9098,Arte y Diseño,Diseño Gráfico,4,Practicante en Diseño de Packaging,Agencia McCann
"Gloria Susana, Rivas Cisternas",Mujer,22,20.242.099-2,g.rivas77@uai.cl,Universidad Adolfo Ibáñez,+56 9 5143-2494,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Obras Civiles,SpaceX
"Patricia Josefina, Quinteros Vargas",Mujer,30,18.097.546-0,patricia.q83@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7615-2340,Arte y Diseño,Arquitectura,6,Practicante en Diseño de Interiores,Agencia Ogilvy
"Iván Joaquín, Campos Sepúlveda",Hombre,26,19.805.779-K,iván.campos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9479-5103,Ingeniería y Tecnología,Ingeniería Civil Industrial,5,Practicante en Logística,Microsoft
"Federico Osvaldo, Ovalle Valdés",Hombre,24,19.801.841-5,f.ovalle96@udec.cl,Universidad de Concepción,+56 9 5963-0986,Ciencias Sociales y Humanidades,Trabajo Social,5,Practicante en Trabajo Social de Salud,Universidad Católica de Chile
"Héctor Rodrigo, Carrasco López",Hombre,18,21.012.531-K,héctor.c73@uv.cl,Universidad de Valparaíso,+56 9 1347-3564,Ciencias Naturales,Química,2,Practicante en Química Analítica,Laboratorio Pfizer
"Mónica Julieta, Escobar Castro",Mujer,18,21.445.964-3,m.escobar@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9195-4166,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Geotecnia,SpaceX
"Diana Vanessa, Fernández Araya",Mujer,30,18.757.848-6,d.fernández@udec.cl,Universidad de Concepción,+56 9 7291-5490,Ciencias de la Salud,Medicina,7,Practicante en Ginecología,Clínica Dávila
"Sara Raquel, Carvajal Pizarro",Mujer,20,20.674.811-4,sara.c40@udp.cl,Universidad Diego Portales,+56 9 1020-2187,Ciencias de la Salud,Enfermería,4,Practicante en Cirugía,Clínica Alemana
"Nicolás Antonio, Calderón Barrios",Hombre,30,18.394.779-1,n.calderón20@uai.cl,Universidad Adolfo Ibáñez,+56 9 5356-9359,Ingeniería y Tecnología,Ingeniería Civil,8,Practicante en Obras Civiles,Facebook
"Kelvin Ricardo, Mendoza Ávila",Hombre,29,18.392.305-6,k.mendoza67@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1665-0840,Ciencias de la Salud,Kinesiología,7,Practicante en Terapia Respiratoria,Clínica Las Condes
"Nicolás Roberto, Barrios Cabrera",Hombre,29,18.034.913-8,n.barrios53@ug.uchile.cl,Universidad de Chile,+56 9 7509-3742,Ingeniería y Tecnología,Ingeniería Civil Industrial,6,Practicante en Calidad,Cisco
"Antonella Bárbara, Araya Avendaño",Mujer,24,19.316.920-1,a.araya@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 7142-1417,Ciencias Sociales y Humanidades,Trabajo Social,6,Practicante en Protección de Menores,Banco Santander
"Daniel Álvaro, Fuentes Lara",Hombre,22,20.406.789-6,d.fuentes34@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2359-7156,Ingeniería y Tecnología,Ingeniería Civil,4,Practicante en Vías y Transporte,IBM
"Isabel Ángela, Lara Ríos",Mujer,23,20.366.257-4,i.lara@uai.cl,Universidad Adolfo Ibáñez,+56 9 1185-0047,Ingeniería y Tecnología,Ingeniería Civil Industrial,2,Practicante en Optimización de Procesos,IBM
"Vanessa Andrea, Ortiz Carrasco",Mujer,19,21.475.755-7,vanessa.ortiz@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7586-3411,Ciencias Sociales y Humanidades,Trabajo Social,1,Practicante en Trabajo Social de Salud,Banco Estado
"Valentina Ignacia, Espinoza Leiva",Mujer,21,20.861.403-2,v.espinoza60@ug.uchile.cl,Universidad de Chile,+56 9 5786-2316,Ciencias de la Salud,Medicina,3,Practicante en Ginecología,Hospital San Juan de Dios
"Mario Patricio, Bravo Riquelme",Hombre,18,21.528.715-0,mario.bravo@userena.cl,Universidad de La Serena,+56 9 5725-8973,Ciencias de la Salud,Odontología,3,Practicante en Clínica Odontológica,Clínica Santa María
"Hugo Rubén, Ibarra Ortiz",Hombre,26,19.089.021-1,hugo.i55@ug.uchile.cl,Universidad de Chile,+56 9 5559-6221,Ciencias Sociales y Humanidades,Psicología,6,Practicante en Psicología Forense,Banco Itaú
