nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año
"Rubén Hernán, Valencia Toledo",M,20,20.802.483-K,r.valencia@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2883-7403,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Eduardo Franco, Fernández Mora",M,29,18.491.514-1,eduardo.fernández@ug.uchile.cl,Universidad de Chile,+56 9 9316-0538,Ingeniería y Tecnología,Ingeniería Civil en Computación,8
"Gonzalo Juan, Vargas Fariña",M,27,19.845.285-6,gonzalo.vargas@uai.cl,Universidad Adolfo Ibáñez,+56 9 4098-4309,Ciencias Naturales,Química,5
"Pablo Alberto, Cabrera Aravena",M,28,18.969.447-0,p.cabrera32@ug.uchile.cl,Universidad de Chile,+56 9 4096-4447,Ciencias Naturales,Química,7
"Luciano Mauricio, Figueroa Jiménez",M,25,19.182.626-7,l.figueroa45@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4526-3747,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4
"Clemente Jacinto, Torres Soto",M,19,21.793.853-4,c.torres@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2337-2212,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Emilio Kelvin, Venegas Bustos",M,23,20.792.149-7,e.venegas@ug.uchile.cl,Universidad de Chile,+56 9 3119-3886,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Ernesto Eduardo, Suárez Medina",M,18,21.019.508-3,ernesto.s17@ug.uchile.cl,Universidad de Chile,+56 9 5467-1200,Ingeniería y Tecnología,Ingeniería Civil,2
"Félix Homero, Ortiz Núñez",M,29,18.077.303-8,f.ortiz80@ug.uchile.cl,Universidad de Chile,+56 9 0864-5294,Ciencias Sociales y Humanidades,Trabajo Social,8
"Pamela Beatriz, Venegas Sepúlveda",F,20,20.021.058-0,pamela.v13@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2031-7646,Ciencias Sociales y Humanidades,Trabajo Social,3
"Andrea Vanessa, Bravo Martínez",F,29,18.808.350-3,a.bravo@uv.cl,Universidad de Valparaíso,+56 9 0558-0239,Ciencias Naturales,Física,7
"Hernán Alberto, Sepúlveda Guzmán",M,22,20.368.268-5,h.sepúlveda60@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5499-4332,Ingeniería y Tecnología,Ingeniería Civil,4
"Carolina Lucía, Villanueva Valencia",F,24,19.239.416-K,carolina.v8@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6337-2101,Ingeniería y Tecnología,Ingeniería Civil Industrial,6
"Javier Marco, Aravena López",M,19,21.136.536-5,javier.aravena@ug.uchile.cl,Universidad de Chile,+56 9 6921-9894,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Flavio Leonardo, Villalobos Ramírez",M,23,20.199.386-0,f.villalobos32@uv.cl,Universidad de Valparaíso,+56 9 1009-5501,Ciencias Sociales y Humanidades,Sociología,3
"Eva Yasna, Flores Ortiz",F,25,19.974.816-2,e.flores46@uai.cl,Universidad Adolfo Ibáñez,+56 9 0954-7981,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Isabel Claudia, Espinoza Pizarro",F,27,19.598.836-3,i.espinoza31@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6588-0069,Ciencias Sociales y Humanidades,Trabajo Social,4
"Mónica Mónica, Álvarez Valenzuela",F,20,20.733.306-3,m.álvarez8@ug.uchile.cl,Universidad de Chile,+56 9 1322-9271,Ciencias de la Salud,Kinesiología,4
"Julio Yago, Villalobos Vidal",M,29,18.173.277-6,j.villalobos65@uv.cl,Universidad de Valparaíso,+56 9 5665-8909,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,7
"Kelvin Nicolás, Castro Bustos",M,20,20.325.279-0,k.castro@ug.uchile.cl,Universidad de Chile,+56 9 9561-3073,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3
"Iván Eugenio, Lillo Romero",M,26,19.286.005-1,i.lillo@userena.cl,Universidad de La Serena,+56 9 9253-4163,Ciencias de la Salud,Kinesiología,4
"Ignacia Valentina, Gómez Flores",F,25,19.970.136-K,i.gómez93@userena.cl,Universidad de La Serena,+56 9 2420-3238,Ciencias Sociales y Humanidades,Trabajo Social,6
"Xavier Diego, Escobar Martínez",M,27,19.900.889-K,x.escobar@udec.cl,Universidad de Concepción,+56 9 9818-6157,Ciencias de la Salud,Enfermería,5
"Marco Feliciano, Fariña Valdés",M,24,19.892.033-K,m.fariña58@ug.uchile.cl,Universidad de Chile,+56 9 4547-5026,Ingeniería y Tecnología,Ingeniería Civil Industrial,5
"Waldo Daniel, Vergara Vásquez",M,29,18.741.971-6,w.vergara60@ug.uchile.cl,Universidad de Chile,+56 9 3211-7808,Arte y Diseño,Arte Digital,8
"Mónica Valerie, Rojas Lara",F,18,21.824.516-9,m.rojas22@ug.uchile.cl,Universidad de Chile,+56 9 4077-9216,Ciencias de la Salud,Enfermería,1
"Isabella Elena, Suárez Donoso",F,24,19.599.035-1,i.suárez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7190-2949,Arte y Diseño,Arquitectura,4
"Rubén Rafael, Suárez Calderón",M,25,19.177.202-8,r.suárez29@userena.cl,Universidad de La Serena,+56 9 7270-7522,Ingeniería y Tecnología,Ingeniería Civil,4
"Franco Jorge, Araya Rodríguez",M,25,19.916.959-1,f.araya@udp.cl,Universidad Diego Portales,+56 9 3919-2288,Ciencias Sociales y Humanidades,Sociología,6
"Teresa Valeria, Campos Escobar",F,29,18.569.844-5,t.campos97@ug.uchile.cl,Universidad de Chile,+56 9 4208-6559,Ingeniería y Tecnología,Ingeniería Civil Industrial,8
"Luciano Leandro, Cáceres Valenzuela",M,20,20.419.075-2,l.cáceres9@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1461-6720,Ciencias Sociales y Humanidades,Derecho,3
"Martín Raúl, Orellana Silva",M,19,21.701.973-K,martín.o65@udec.cl,Universidad de Concepción,+56 9 3914-1605,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Jorge Alberto, Baeza Quinteros",M,29,18.613.105-4,j.baeza95@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8543-6137,Ciencias Naturales,Física,8
"Eduardo Alejandro, Medina González",M,18,21.875.166-K,e.medina@ua.cl,Universidad Austral de Chile,+56 9 6468-2006,Ciencias Sociales y Humanidades,Psicología,2
"Ignacio Flavio, Donoso Cádiz",M,20,20.026.343-7,ignacio.donoso@udec.cl,Universidad de Concepción,+56 9 1990-9535,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Ana Verónica, Lara Aravena",F,24,19.658.695-0,ana.l57@udec.cl,Universidad de Concepción,+56 9 4320-5813,Ciencias Naturales,Geología,5
"Daniel Marco, Carrasco Villalobos",M,20,20.763.520-5,d.carrasco@udec.cl,Universidad de Concepción,+56 9 1160-0093,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"Alberto Daniel, Santos Lagos",M,27,19.787.327-0,a.santos14@ug.uchile.cl,Universidad de Chile,+56 9 0859-4325,Ciencias de la Salud,Kinesiología,5
"Franco Hugo, Palma Araya",M,22,20.869.626-0,franco.palma@ua.cl,Universidad Austral de Chile,+56 9 0480-9714,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"Pilar Ana, Cáceres Arancibia",F,30,18.554.155-4,p.cáceres5@udec.cl,Universidad de Concepción,+56 9 7408-5346,Ciencias de la Salud,Kinesiología,6
"Eva Paula, Jiménez Moreno",F,19,21.220.807-0,eva.j65@userena.cl,Universidad de La Serena,+56 9 6505-2643,Ciencias Sociales y Humanidades,Trabajo Social,1
"Cristián Claudio, Bravo Villanueva",M,23,20.145.106-K,cristián.bravo@ug.uchile.cl,Universidad de Chile,+56 9 7145-2430,Arte y Diseño,Diseño Gráfico,3
"Pedro Benjamín, Catalán Mendoza",M,23,20.356.909-K,p.catalán51@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6315-5319,Ingeniería y Tecnología,Ingeniería Civil,3
"Vanessa Verónica, Lagos Pizarro",F,21,20.231.230-1,v.lagos87@ua.cl,Universidad Austral de Chile,+56 9 5546-2843,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Vanessa Valerie, Escobar Castro",F,26,19.354.987-2,v.escobar9@ug.uchile.cl,Universidad de Chile,+56 9 8040-7416,Ciencias de la Salud,Kinesiología,4
"Gonzalo Pascual, Muñoz Toledo",M,24,19.828.146-K,g.muñoz26@ug.uchile.cl,Universidad de Chile,+56 9 2975-5854,Ciencias Sociales y Humanidades,Trabajo Social,4
"Pascual Ricardo, Suárez Toro",M,30,18.023.378-6,pascual.suárez@udec.cl,Universidad de Concepción,+56 9 1228-5713,Arte y Diseño,Diseño Gráfico,7
"Víctor Leandro, Sanchez Pizarro",M,24,19.154.887-1,v.sanchez93@ug.uchile.cl,Universidad de Chile,+56 9 5497-2721,Ciencias Naturales,Geología,6
"Francisco Andrés, Donoso Ortega",M,20,20.763.708-6,francisco.d12@udec.cl,Universidad de Concepción,+56 9 3787-9708,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Quintín Maximiliano, Valenzuela Lara",M,27,19.631.417-K,q.valenzuela97@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8793-5009,Arte y Diseño,Arquitectura,6
"Simón Antonio, Cisternas Villanueva",M,24,19.761.092-9,s.cisternas87@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2056-8933,Ciencias Naturales,Biología,6
"Gonzalo Homero, Calderón Gutiérrez",M,29,18.341.409-9,gonzalo.calderón@userena.cl,Universidad de La Serena,+56 9 3399-1490,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,7
"Valentín Teobaldo, Navarro Cabrera",M,29,18.154.734-1,valentín.n58@uv.cl,Universidad de Valparaíso,+56 9 7095-0656,Ingeniería y Tecnología,Ingeniería Civil,8
"Zaqueo Emilio, Riquelme Soto",M,20,20.668.370-1,z.riquelme58@ug.uchile.cl,Universidad de Chile,+56 9 1698-1844,Ciencias Sociales y Humanidades,Sociología,2
"Salvador Valentín, Valencia Suárez",M,26,19.913.281-3,s.valencia82@udec.cl,Universidad de Concepción,+56 9 8232-6708,Ciencias Sociales y Humanidades,Trabajo Social,5
"Ruth Isabel, Hernández Escobar",F,29,18.971.908-6,ruth.hernández@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2133-0468,Ciencias Sociales y Humanidades,Trabajo Social,7
"Josefina Ivonne, Torres Ávila",F,20,20.294.613-9,josefina.t13@userena.cl,Universidad de La Serena,+56 9 1293-1107,Ciencias Sociales y Humanidades,Psicología,3
"Juan Rafael, Valenzuela González",M,29,18.050.061-0,juan.valenzuela@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2309-5421,Ciencias de la Salud,Odontología,6
"Emilio Juan, Reyes Montes",M,27,19.022.728-1,emilio.reyes@ug.uchile.cl,Universidad de Chile,+56 9 7225-8686,Ingeniería y Tecnología,Ingeniería Civil Industrial,6
"Antonia Pamela, Bustos Medina",F,26,19.798.244-2,a.bustos61@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5872-7819,Ciencias Sociales y Humanidades,Sociología,6
"Valentín René, Cuevas Rodríguez",M,28,18.566.418-4,v.cuevas14@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1865-9654,Ingeniería y Tecnología,Ingeniería Civil,7
"Miguel Rafael, Barrios Oyarzún",M,25,19.546.300-3,m.barrios4@uai.cl,Universidad Adolfo Ibáñez,+56 9 7459-3035,Arte y Diseño,Arte Digital,5
"Félix Nelson, Bravo Calderón",M,18,21.590.377-0,félix.b13@udec.cl,Universidad de Concepción,+56 9 3372-2149,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Pedro Eduardo, Soto Ortega",M,19,21.884.712-5,p.soto20@ug.uchile.cl,Universidad de Chile,+56 9 1857-5743,Ciencias Sociales y Humanidades,Psicología,3
"Andrés Diego, Hernández Pizarro",M,29,18.453.082-3,andrés.h26@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0334-9721,Ingeniería y Tecnología,Ingeniería Civil en Computación,7
"Víctor Ramón, Pérez Cádiz",M,29,18.743.256-5,v.pérez@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 0358-5258,Arte y Diseño,Arquitectura,8
"Simón Yago, Valdés Vidal",M,25,19.523.001-9,simón.v30@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 0312-0567,Ciencias de la Salud,Enfermería,6
"Andrea Montserrat, Núñez Vidal",F,20,20.497.767-3,a.núñez@uai.cl,Universidad Adolfo Ibáñez,+56 9 8197-5224,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"José Ernesto, Valdés Garrido",M,29,18.585.472-4,j.valdés@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7852-8967,Ingeniería y Tecnología,Ingeniería Civil en Computación,8
"Joaquín Nemesio, Riquelme Ibarra",M,23,20.245.157-7,j.riquelme@udp.cl,Universidad Diego Portales,+56 9 1236-5198,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Daniel Miguel, Donoso Aguilera",M,23,20.908.660-9,d.donoso21@udp.cl,Universidad Diego Portales,+56 9 2243-5367,Ciencias Sociales y Humanidades,Trabajo Social,4
"Gloria Emiliana, Bravo Cisternas",F,19,21.004.054-4,g.bravo@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 7208-1001,Ciencias de la Salud,Odontología,2
"Xavier Diego, Cuevas Lillo",M,24,19.052.503-4,x.cuevas12@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2135-4771,Ciencias de la Salud,Odontología,4
"Federico Iván, Valenzuela Vergara",M,22,20.708.896-0,federico.v29@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2182-4038,Ciencias Naturales,Química,2
"Cristián Salvador, Palma Avendaño",M,21,20.245.310-K,c.palma@ua.cl,Universidad Austral de Chile,+56 9 3848-8473,Ciencias Sociales y Humanidades,Trabajo Social,3
"Ignacio Mario, Bravo Rojas",M,27,19.949.675-4,ignacio.b33@ua.cl,Universidad Austral de Chile,+56 9 6576-6530,Arte y Diseño,Diseño Gráfico,4
"Beatriz Patricia, Ortega Mendoza",F,30,18.182.700-9,beatriz.ortega@udp.cl,Universidad Diego Portales,+56 9 2488-7676,Ciencias de la Salud,Odontología,6
"Rafael Camilo, Díaz Rojas",M,20,20.548.820-0,r.díaz@uv.cl,Universidad de Valparaíso,+56 9 3211-7725,Ingeniería y Tecnología,Ingeniería Civil Industrial,2
"Marisol Elena, Vidal Gómez",F,20,20.780.269-3,m.vidal83@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6072-2094,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Luciano Diego, Núñez Escobar",M,24,19.691.684-5,luciano.n58@uai.cl,Universidad Adolfo Ibáñez,+56 9 8166-8456,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Raquel Ivonne, Cortés Valdés",F,21,20.070.039-0,r.cortés32@ug.uchile.cl,Universidad de Chile,+56 9 3228-6202,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Isabel Magdalena, Cortés Poblete",F,25,19.406.573-8,isabel.cortés@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5914-8938,Ciencias Naturales,Biología,5
"Pía Natalia, Calderón Peña",F,30,18.308.798-0,p.calderón@usach.cl,Universidad de Santiago de Chile,+56 9 4017-2788,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Guillermo Jorge, Orellana Álvarez",M,27,19.295.668-2,g.orellana16@udp.cl,Universidad Diego Portales,+56 9 8162-3255,Ciencias Sociales y Humanidades,Psicología,4
"Flavio Maximiliano, Cortés Espinoza",M,26,19.343.105-9,f.cortés62@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9742-9781,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Urbano Yerko, Silva Poblete",M,27,19.708.596-7,u.silva35@udec.cl,Universidad de Concepción,+56 9 6531-4894,Ciencias de la Salud,Medicina,5
"Marco Antonio, Aguilera Cádiz",M,26,19.250.707-0,m.aguilera63@ug.uchile.cl,Universidad de Chile,+56 9 6975-6057,Ciencias Sociales y Humanidades,Trabajo Social,6
"Nicolás Zenón, Fernández Cisternas",M,29,18.368.156-5,n.fernández69@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6452-0936,Ciencias de la Salud,Kinesiología,8
"José Pedro, Fariña Silva",M,26,19.705.310-2,j.fariña37@userena.cl,Universidad de La Serena,+56 9 3451-5734,Ingeniería y Tecnología,Ingeniería Civil en Computación,5
"Cristián Adolfo, Vargas Arancibia",M,30,18.784.560-9,c.vargas@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3766-3953,Arte y Diseño,Arte Digital,6
"Sebastián Valentín, Ortega Catalán",M,21,20.728.253-9,s.ortega@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6558-2015,Arte y Diseño,Diseño Gráfico,4
"Leonardo Jacinto, Valenzuela Orellana",M,19,21.575.260-2,l.valenzuela@userena.cl,Universidad de La Serena,+56 9 8392-8724,Arte y Diseño,Arquitectura,3
"Pamela Renata, Montes Aguilera",F,30,18.120.257-3,p.montes10@usach.cl,Universidad de Santiago de Chile,+56 9 8732-9281,Ciencias Sociales y Humanidades,Derecho,7
"Salvador Feliciano, Carvajal Herrera",M,19,21.874.003-3,s.carvajal20@ug.uchile.cl,Universidad de Chile,+56 9 8315-9334,Ingeniería y Tecnología,Ingeniería Civil,1
"Violeta Pamela, Calderón Ovalle",F,18,21.188.030-0,v.calderón70@ug.uchile.cl,Universidad de Chile,+56 9 3950-2126,Ingeniería y Tecnología,Ingeniería Civil,1
"Lucía Gloria, Araya Figueroa",F,21,20.301.718-3,l.araya43@udec.cl,Universidad de Concepción,+56 9 2345-9372,Ciencias Sociales y Humanidades,Sociología,3
"Ángela Cecilia, Suárez Álvarez",F,22,20.262.429-2,á.suárez45@udec.cl,Universidad de Concepción,+56 9 0344-2797,Ciencias Naturales,Química,3
"Pablo Felipe, Reyes Valdés",M,21,20.596.306-2,pablo.reyes@uv.cl,Universidad de Valparaíso,+56 9 5457-9316,Ciencias de la Salud,Kinesiología,3
"Urbano Daniel, Suárez Sáez",M,18,21.546.679-6,urbano.suárez@userena.cl,Universidad de La Serena,+56 9 5314-4114,Ingeniería y Tecnología,Ingeniería Civil,1
"Francisco Teobaldo, Sepúlveda Díaz",M,21,20.006.939-0,francisco.sepúlveda@uv.cl,Universidad de Valparaíso,+56 9 2831-4036,Ciencias Sociales y Humanidades,Trabajo Social,3
"Gaspar Julio, Bustos Sandoval",M,29,18.969.086-0,g.bustos89@ug.uchile.cl,Universidad de Chile,+56 9 7068-1055,Ciencias Sociales y Humanidades,Derecho,7
"Victoria Mireya, Montes Bravo",F,29,18.513.429-K,victoria.m19@udec.cl,Universidad de Concepción,+56 9 0149-8554,Ingeniería y Tecnología,Ingeniería Civil Mecánica,8
"Clemente Homero, Aravena Cáceres",M,27,19.856.582-8,c.aravena10@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5422-5258,Ciencias de la Salud,Enfermería,6
"Marcelo Franco, Fernández Morales",M,23,20.987.000-2,m.fernández46@udec.cl,Universidad de Concepción,+56 9 0499-8126,Ciencias de la Salud,Enfermería,4
"Antonio Sergio, Cuevas Reyes",M,18,21.019.204-K,a.cuevas@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9925-2103,Ciencias Sociales y Humanidades,Sociología,1
"Valentín Waldo, Toledo González",M,29,18.810.340-5,v.toledo38@uai.cl,Universidad Adolfo Ibáñez,+56 9 8050-6348,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Urbano Nelson, Campos Villanueva",M,21,20.608.732-5,u.campos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1534-3648,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Javier Urbano, Núñez Osorio",M,29,18.288.665-5,javier.n44@udec.cl,Universidad de Concepción,+56 9 5579-0520,Ingeniería y Tecnología,Ingeniería Civil Industrial,7
"Rodrigo Hernán, Sepúlveda Orellana",M,23,20.489.013-0,rodrigo.s92@udec.cl,Universidad de Concepción,+56 9 7509-6862,Ciencias Sociales y Humanidades,Psicología,4
"Kelvin Benjamín, Campos Lagos",M,21,20.214.798-1,k.campos74@ua.cl,Universidad Austral de Chile,+56 9 5523-2365,Ciencias Naturales,Física,3
"Nicolás Julio, Osorio Catalán",M,23,20.965.955-8,n.osorio37@ug.uchile.cl,Universidad de Chile,+56 9 8740-0397,Ciencias Naturales,Química,3
"Marco Claudio, Sepúlveda Carrasco",M,21,20.855.967-0,m.sepúlveda73@ug.uchile.cl,Universidad de Chile,+56 9 9610-7639,Ingeniería y Tecnología,Ingeniería Civil,3
"Emilio Valentín, Bustos Rodríguez",M,18,21.893.460-6,emilio.b64@usach.cl,Universidad de Santiago de Chile,+56 9 8023-8308,Ingeniería y Tecnología,Ingeniería Civil en Computación,3
"Lourdes Pamela, Oyarzún Leiva",F,27,19.873.131-6,l.oyarzún@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7418-9504,Ciencias de la Salud,Odontología,6
"Carolina Francisca, Espinoza Bravo",F,26,19.529.263-7,c.espinoza74@udec.cl,Universidad de Concepción,+56 9 8677-7146,Ciencias Naturales,Química,4
"Miguel Claudio, Navarro Silva",M,25,19.287.541-9,m.navarro23@uv.cl,Universidad de Valparaíso,+56 9 0946-2136,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Oscar Alejandro, Lagos Valdés",M,18,21.916.805-K,oscar.lagos@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 7943-6682,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Eugenio Flavio, Vargas Leiva",M,19,21.982.012-7,e.vargas@ug.uchile.cl,Universidad de Chile,+56 9 6524-4018,Ingeniería y Tecnología,Ingeniería Civil,3
"Julio Marco, Calderón Ovalle",M,27,19.847.527-7,j.calderón81@udp.cl,Universidad Diego Portales,+56 9 8723-4337,Ciencias Naturales,Biología,6
"Guillermo Sergio, Lara Rivas",M,30,18.268.017-2,guillermo.lara@udec.cl,Universidad de Concepción,+56 9 2172-7257,Ciencias de la Salud,Medicina,6
"Olga Marisol, Morales Cuevas",F,21,20.254.062-4,o.morales@ug.uchile.cl,Universidad de Chile,+56 9 0590-4355,Arte y Diseño,Arquitectura,2
"Luciano Eugenio, Ríos Contreras",M,18,21.886.278-3,luciano.ríos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7683-1799,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3
"Homero Waldo, Sanchez Núñez",M,29,18.928.907-4,h.sanchez96@uv.cl,Universidad de Valparaíso,+56 9 0365-0461,Ciencias de la Salud,Kinesiología,8
"Gonzalo Miguel, Santos Navarro",M,20,20.800.878-0,gonzalo.s34@userena.cl,Universidad de La Serena,+56 9 3233-9036,Ingeniería y Tecnología,Ingeniería Civil Industrial,4
"Cecilia Camila, Fernández Cabrera",F,19,21.036.509-K,cecilia.f39@ug.uchile.cl,Universidad de Chile,+56 9 7589-4037,Ciencias Sociales y Humanidades,Trabajo Social,1
"Sebastián Adolfo, Barrios Navarro",M,18,21.663.374-6,s.barrios13@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1519-5461,Ciencias Naturales,Química,3
"Eva Celia, Vásquez Valdés",F,20,20.571.437-4,e.vásquez36@usach.cl,Universidad de Santiago de Chile,+56 9 7562-1226,Arte y Diseño,Diseño Gráfico,3
"Carlos Dante, Hernández Carvajal",M,29,18.520.175-9,carlos.hernández@ug.uchile.cl,Universidad de Chile,+56 9 3943-0608,Ingeniería y Tecnología,Ingeniería Civil,8
"Diego Fernando, Pavez Cortés",M,23,20.127.101-3,d.pavez78@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7403-1830,Ciencias de la Salud,Odontología,2
"Diego Diego, Aravena Ortiz",M,27,19.075.272-7,d.aravena86@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5505-3911,Ciencias Naturales,Geología,5
"Simón Pedro, Oyarzún Pavez",M,30,18.635.307-1,s.oyarzún87@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0786-5547,Ciencias Sociales y Humanidades,Sociología,8
"Federico Pedro, Cuevas Aravena",M,28,18.231.502-8,federico.cuevas@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9692-9372,Ingeniería y Tecnología,Ingeniería Civil,7
"Pascual Armando, Torres Cuevas",M,27,19.845.254-7,p.torres35@ug.uchile.cl,Universidad de Chile,+56 9 3970-5979,Ciencias de la Salud,Kinesiología,4
"Antonella Antonella, Leiva Garrido",F,22,20.634.408-K,a.leiva@udec.cl,Universidad de Concepción,+56 9 8831-0203,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Elisa Daniela, Álvarez Espinoza",F,23,20.031.263-1,elisa.á18@ug.uchile.cl,Universidad de Chile,+56 9 5869-1477,Ciencias de la Salud,Kinesiología,2
"Carolina Eva, Contreras Espinoza",F,21,20.582.288-1,c.contreras@udec.cl,Universidad de Concepción,+56 9 6989-9663,Arte y Diseño,Arte Digital,3
"Félix Oscar, Valenzuela Palma",M,24,19.760.051-7,f.valenzuela@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6815-9850,Ingeniería y Tecnología,Ingeniería Civil Mecánica,5
"Andrea Violeta, Valencia Rodríguez",F,25,19.202.502-K,andrea.v84@usach.cl,Universidad de Santiago de Chile,+56 9 1089-8850,Ingeniería y Tecnología,Ingeniería Civil,4
"Mario Martín, Gómez Rojas",M,19,21.315.008-K,m.gómez@udec.cl,Universidad de Concepción,+56 9 4949-5250,Ingeniería y Tecnología,Ingeniería Civil Industrial,3
"Guillermo Alejandro, Barrios Ortega",M,24,19.082.941-5,g.barrios@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5763-1855,Ciencias Naturales,Química,4
"Fernando Clemente, Lara Martínez",M,23,20.670.142-6,f.lara@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4900-5117,Ingeniería y Tecnología,Ingeniería Civil,3
"Héctor Javier, Baeza Fariña",M,19,21.390.428-9,h.baeza94@uai.cl,Universidad Adolfo Ibáñez,+56 9 1333-7749,Arte y Diseño,Arte Digital,3
"Zaqueo Iván, Figueroa Suárez",M,29,18.887.128-9,z.figueroa@udec.cl,Universidad de Concepción,+56 9 7907-7913,Ingeniería y Tecnología,Ingeniería Civil Mecánica,8
"Kelvin Mauricio, Soto Palma",M,26,19.085.088-6,k.soto30@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6984-0353,Ciencias Sociales y Humanidades,Psicología,4
"Zenón Joaquín, Lillo Lagos",M,19,21.784.152-9,zenón.l33@ug.uchile.cl,Universidad de Chile,+56 9 4165-6063,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Fernanda Olga, Tapia Pizarro",F,28,18.439.625-0,f.tapia@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1228-7806,Ciencias Naturales,Química,8
"Natalia Renata, Catalán Pizarro",F,26,19.834.828-2,n.catalán22@ug.uchile.cl,Universidad de Chile,+56 9 4406-7712,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Carolina Sofía, Peña Vásquez",F,23,20.661.170-3,carolina.peña@usach.cl,Universidad de Santiago de Chile,+56 9 9109-5281,Ciencias Sociales y Humanidades,Sociología,3
"Waldo Alejandro, Moreno Baeza",M,26,19.019.672-2,w.moreno79@usach.cl,Universidad de Santiago de Chile,+56 9 0421-8092,Ingeniería y Tecnología,Ingeniería Civil Mecánica,5
"Manuel Javier, Vidal Vergara",M,26,19.325.293-8,manuel.v37@uai.cl,Universidad Adolfo Ibáñez,+56 9 9887-8731,Ciencias de la Salud,Medicina,4
